filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
PXL_20240410_172041497.jpg,3032979,"{}",280,0,"{""name"":""circle"",""cx"":1443,""cy"":2029,""r"":57}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,1,"{""name"":""circle"",""cx"":839,""cy"":1754,""r"":57}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,2,"{""name"":""circle"",""cx"":484,""cy"":1516,""r"":54.73}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,3,"{""name"":""circle"",""cx"":652,""cy"":2250,""r"":57}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,4,"{""name"":""circle"",""cx"":759,""cy"":1868,""r"":57}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,5,"{""name"":""circle"",""cx"":759,""cy"":1868,""r"":57}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,6,"{""name"":""circle"",""cx"":2326,""cy"":2183,""r"":52.186}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,7,"{""name"":""circle"",""cx"":1133,""cy"":1739,""r"":57}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,8,"{""name"":""circle"",""cx"":1192,""cy"":1599,""r"":57}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,9,"{""name"":""circle"",""cx"":1209,""cy"":2082,""r"":57}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,10,"{""name"":""circle"",""cx"":1705,""cy"":2284,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,11,"{""name"":""circle"",""cx"":1318,""cy"":2004,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,12,"{""name"":""circle"",""cx"":1501,""cy"":1775,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,13,"{""name"":""circle"",""cx"":1518,""cy"":1639,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,14,"{""name"":""circle"",""cx"":1991,""cy"":2549,""r"":59.378}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,15,"{""name"":""circle"",""cx"":2038,""cy"":1842,""r"":54.761}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,16,"{""name"":""circle"",""cx"":1940,""cy"":1731,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,17,"{""name"":""circle"",""cx"":1757,""cy"":1860,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,18,"{""name"":""circle"",""cx"":1877,""cy"":1856,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,19,"{""name"":""circle"",""cx"":1810,""cy"":1981,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,20,"{""name"":""circle"",""cx"":1856,""cy"":2084,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,21,"{""name"":""circle"",""cx"":2007,""cy"":2088,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,22,"{""name"":""circle"",""cx"":2156,""cy"":2099,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,23,"{""name"":""circle"",""cx"":2125,""cy"":1972,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,24,"{""name"":""circle"",""cx"":1955,""cy"":1972,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,25,"{""name"":""circle"",""cx"":1627,""cy"":1845,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,26,"{""name"":""circle"",""cx"":1511,""cy"":1895,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,27,"{""name"":""circle"",""cx"":1690,""cy"":2079,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,28,"{""name"":""circle"",""cx"":1574,""cy"":2105,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,29,"{""name"":""circle"",""cx"":1572,""cy"":2225,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,30,"{""name"":""circle"",""cx"":1911,""cy"":2197,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,31,"{""name"":""circle"",""cx"":1830,""cy"":2322,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,32,"{""name"":""circle"",""cx"":1743,""cy"":2436,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,33,"{""name"":""circle"",""cx"":2075,""cy"":2779,""r"":56.292}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,34,"{""name"":""circle"",""cx"":1975,""cy"":2321,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,35,"{""name"":""circle"",""cx"":2054,""cy"":2207,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,36,"{""name"":""circle"",""cx"":2133,""cy"":2327,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,37,"{""name"":""circle"",""cx"":2199,""cy"":2218,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,38,"{""name"":""circle"",""cx"":1386,""cy"":1818,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,39,"{""name"":""circle"",""cx"":591,""cy"":1832,""r"":43.713}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,40,"{""name"":""circle"",""cx"":994,""cy"":1317,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,41,"{""name"":""circle"",""cx"":1263,""cy"":991,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,42,"{""name"":""circle"",""cx"":1839,""cy"":1203,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,43,"{""name"":""circle"",""cx"":1978,""cy"":1160,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,44,"{""name"":""circle"",""cx"":1941,""cy"":1306,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,45,"{""name"":""circle"",""cx"":1972,""cy"":1601,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,46,"{""name"":""circle"",""cx"":1837,""cy"":1643,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,47,"{""name"":""circle"",""cx"":1719,""cy"":1606,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,48,"{""name"":""circle"",""cx"":2514,""cy"":1623,""r"":56}","{""class_name"":""0""}"
PXL_20240410_172041497.jpg,3032979,"{}",280,49,"{""name"":""circle"",""cx"":2569,""cy"":1758,""r"":56}","{""class_name"":""0""}"
