filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
PXL_20240412_193323555.jpg,3040497,"{}",156,0,"{""name"":""circle"",""cx"":733,""cy"":1528,""r"":63}","{""class_name"":""1""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,1,"{""name"":""circle"",""cx"":1174,""cy"":1159,""r"":65.823}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,2,"{""name"":""circle"",""cx"":815,""cy"":1405,""r"":71.157}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,3,"{""name"":""circle"",""cx"":1317,""cy"":1229,""r"":63.339}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,4,"{""name"":""circle"",""cx"":1044,""cy"":1060,""r"":65.823}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,5,"{""name"":""circle"",""cx"":490,""cy"":1677,""r"":65.969}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,6,"{""name"":""circle"",""cx"":1073,""cy"":1277,""r"":65.823}","{""class_name"":""1""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,7,"{""name"":""circle"",""cx"":1475,""cy"":1272,""r"":62.098}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,8,"{""name"":""circle"",""cx"":1559,""cy"":1720,""r"":61.522}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,9,"{""name"":""circle"",""cx"":1364,""cy"":1397,""r"":65.224}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,10,"{""name"":""circle"",""cx"":1403,""cy"":1549,""r"":63.758}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,11,"{""name"":""circle"",""cx"":1521,""cy"":1447,""r"":65.224}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,12,"{""name"":""circle"",""cx"":934,""cy"":1186,""r"":65.823}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,13,"{""name"":""circle"",""cx"":923,""cy"":1533,""r"":65.224}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,14,"{""name"":""circle"",""cx"":789,""cy"":1270,""r"":63.758}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,15,"{""name"":""circle"",""cx"":1076,""cy"":1443,""r"":65.224}","{""class_name"":""0""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,16,"{""name"":""circle"",""cx"":1213,""cy"":1342,""r"":65.823}","{""class_name"":""1""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,17,"{""name"":""circle"",""cx"":720,""cy"":1941,""r"":64.487}","{""class_name"":""1""}"
PXL_20240412_193323555.jpg,3040497,"{}",156,18,"{""name"":""circle"",""cx"":650,""cy"":1375,""r"":64.482}","{""class_name"":""0""}"
