filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
PXL_20240501_203942126.jpg,2735537,{},248,0,"{""name"":""circle"",""cx"":508,""cy"":1686,""r"":66}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,1,"{""name"":""circle"",""cx"":345,""cy"":1625,""r"":66}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,2,"{""name"":""circle"",""cx"":430,""cy"":1488,""r"":61}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,3,"{""name"":""circle"",""cx"":576,""cy"":1473,""r"":63}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,4,"{""name"":""circle"",""cx"":682,""cy"":1354,""r"":62}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,5,"{""name"":""circle"",""cx"":737,""cy"":1504,""r"":66}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,6,"{""name"":""circle"",""cx"":639,""cy"":1614,""r"":59}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,7,"{""name"":""circle"",""cx"":785,""cy"":1648,""r"":59}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,8,"{""name"":""circle"",""cx"":886,""cy"":1541,""r"":61}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,9,"{""name"":""circle"",""cx"":948,""cy"":1677,""r"":61}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,10,"{""name"":""circle"",""cx"":1043,""cy"":1571,""r"":59}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,11,"{""name"":""circle"",""cx"":1183,""cy"":1605,""r"":61}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,12,"{""name"":""circle"",""cx"":1095,""cy"":1718,""r"":61}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,13,"{""name"":""circle"",""cx"":992,""cy"":1821,""r"":54}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,14,"{""name"":""circle"",""cx"":850,""cy"":1780,""r"":62}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,15,"{""name"":""circle"",""cx"":672,""cy"":1760,""r"":62}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,16,"{""name"":""circle"",""cx"":532,""cy"":1844,""r"":72}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,17,"{""name"":""circle"",""cx"":514,""cy"":1330,""r"":64}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,18,"{""name"":""circle"",""cx"":237,""cy"":1751,""r"":66}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,19,"{""name"":""circle"",""cx"":392,""cy"":1774,""r"":60}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,20,"{""name"":""circle"",""cx"":389,""cy"":1923,""r"":63}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,21,"{""name"":""circle"",""cx"":225,""cy"":1922,""r"":64}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,22,"{""name"":""circle"",""cx"":329,""cy"":2063,""r"":61}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,23,"{""name"":""circle"",""cx"":511,""cy"":2017,""r"":64}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,24,"{""name"":""circle"",""cx"":652,""cy"":1944,""r"":62}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,25,"{""name"":""circle"",""cx"":766,""cy"":1876,""r"":59}","{""class_name"":""0""}"
PXL_20240501_203942126.jpg,2735537,{},248,26,"{""name"":""circle"",""cx"":899,""cy"":1933,""r"":59}","{""class_name"":""0""}"
